150,80
149.64,79.248
149.27,78.5
148.9,77.755
148.52,77.013
148.13,76.276
147.74,75.543
147.33,74.815
146.92,74.092
146.49,73.376
146.05,72.666
145.6,71.965
145.14,71.273
144.66,70.593
144.15,69.928
143.63,69.283
143.07,68.663
142.47,68.082
141.82,67.561
141.1,67.145
140.3,66.942
139.49,67.109
138.83,67.605
138.32,68.264
137.92,68.997
137.61,69.766
137.34,70.558
137.13,71.362
136.94,72.174
136.79,72.993
136.66,73.816
136.55,74.642
136.46,75.471
136.38,76.301
136.32,77.132
136.28,77.964
136.25,78.797
136.23,79.63
136.23,80.463
136.23,81.297
136.25,82.13
136.28,82.963
136.32,83.795
136.37,84.627
136.44,85.458
136.51,86.288
136.6,87.116
136.7,87.944
136.81,88.77
136.93,89.594
137.06,90.417
137.21,91.236
137.38,92.053
137.56,92.867
137.76,93.676
137.97,94.481
138.21,95.279
138.47,96.07
138.76,96.853
139.08,97.623
139.43,98.378
139.82,99.112
140.27,99.818
140.77,100.48
141.34,101.09
141.99,101.62
142.7,102.05
143.46,102.38
144.26,102.62
145.08,102.76
145.91,102.84
146.74,102.85
147.57,102.83
148.41,102.77
149.24,102.7
150.07,102.63
150.9,102.58
151.73,102.54
152.56,102.55
153.39,102.62
154.21,102.76
155.01,103.02
155.75,103.38
156.43,103.87
157.05,104.43
157.61,105.04
158.12,105.7
158.6,106.38
159.04,107.09
159.45,107.81
159.85,108.55
160.04,108.51
159.84,107.7
159.62,106.89
159.39,106.09
159.16,105.29
158.93,104.49
158.7,103.69
158.47,102.89
158.23,102.09
158,101.29
157.76,100.49
157.53,99.692
157.29,98.893
157.05,98.094
156.82,97.295
156.58,96.496
156.34,95.697
156.1,94.899
155.87,94.1
155.63,93.301
155.39,92.503
155.15,91.704
154.92,90.905
154.68,90.106
154.44,89.308
154.2,88.509
153.97,87.71
153.73,86.911
153.49,86.112
153.25,85.313
153.02,84.514
152.78,83.715
152.55,82.916
152.31,82.117
152.07,81.317
151.84,80.518
151.61,79.718
151.37,78.918
151.14,78.118
150.9,77.318
150.67,76.518
150.44,75.717
150.21,74.917
149.98,74.116
149.75,73.315
149.52,72.513
149.29,71.712
149.07,70.91
148.84,70.107
148.62,69.304
148.4,68.501
148.18,67.697
147.96,66.892
147.75,66.086
147.54,65.279
147.34,64.471
147.15,63.66
146.97,62.847
146.82,62.026
147.04,61.669
147.45,62.395
147.82,63.145
148.16,63.904
148.5,64.666
148.83,65.431
149.16,66.197
149.48,66.965
149.8,67.734
150.12,68.503
150.44,69.273
150.76,70.043
151.08,70.814
151.39,71.585
151.71,72.356
152.02,73.127
152.34,73.898
152.66,74.669
152.97,75.441
153.29,76.212
153.6,76.983
153.92,77.754
154.24,78.525
154.55,79.296
154.87,80.066
155.19,80.837
155.51,81.607
155.83,82.376
156.15,83.146
156.47,83.915
156.79,84.684
157.11,85.452
157.43,86.22
157.76,86.987
158.09,87.754
158.41,88.52
158.74,89.286
159.07,90.05
159.41,90.815
159.74,91.578
160.08,92.34
160.42,93.101
160.76,93.861
161.1,94.62
161.45,95.378
161.8,96.133
162.16,96.887
162.52,97.639
162.88,98.388
163.25,99.134
163.63,99.876
164.02,100.61
164.42,101.35
164.83,102.07
165.27,102.78
165.73,103.47
166.24,104.13
166.86,104.68
167.61,104.58
167.9,103.8
167.98,102.98
167.98,102.14
167.92,101.31
167.83,100.48
167.71,99.659
167.56,98.839
167.4,98.022
167.22,97.209
167.02,96.399
166.8,95.594
166.58,94.792
166.33,93.994
166.08,93.201
165.81,92.411
165.53,91.626
165.24,90.846
164.94,90.07
164.62,89.299
164.29,88.533
163.95,87.772
163.6,87.017
163.24,86.268
162.86,85.525
162.47,84.789
162.06,84.061
161.65,83.339
161.21,82.626
160.77,81.921
160.31,81.226
159.84,80.541
159.35,79.866
158.84,79.203
158.32,78.551
157.79,77.912
157.24,77.284
156.68,76.669
156.1,76.066
155.52,75.475
154.92,74.896
154.31,74.33
153.68,73.777
153.05,73.236
152.4,72.708
151.75,72.193
151.08,71.691
150.41,71.203
149.72,70.73
149.03,70.27
148.32,69.825
147.61,69.396
146.88,68.983
146.15,68.587
145.41,68.209
144.66,67.851
143.89,67.513
143.12,67.199
142.34,66.91
141.55,66.649
140.75,66.421
139.94,66.232
139.12,66.09
138.29,66.004
137.45,65.993
136.63,66.081
135.82,66.305
135.1,66.714
134.55,67.328
134.23,68.095
134.13,68.921
134.18,69.752
134.33,70.572
134.54,71.378
134.8,72.171
135.09,72.951
135.41,73.721
135.75,74.48
136.11,75.231
136.49,75.973
136.89,76.708
137.29,77.436
137.71,78.157
138.14,78.872
138.58,79.58
139.02,80.283
139.48,80.98
139.95,81.671
140.42,82.356
140.91,83.034
141.4,83.706
141.9,84.371
142.41,85.027
142.94,85.674
143.48,86.309
144.04,86.927
144.62,87.519
145.26,88.052
145.93,88.045
145.83,87.223
145.57,86.43
145.26,85.656
144.93,84.894
144.57,84.142
144.19,83.399
143.8,82.663
143.39,81.935
142.97,81.215
142.54,80.502
142.1,79.798
141.64,79.102
141.17,78.416
140.68,77.742
140.17,77.08
139.64,76.434
139.1,75.807
138.52,75.206
137.91,74.64
137.25,74.127
136.54,73.697
135.76,73.395
134.94,73.265
134.11,73.33
133.32,73.571
132.57,73.941
131.87,74.396
131.21,74.904
130.58,75.443
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
129.95,75.996
